Text;Tokenization;Normalization;Stop_Removal;Tweet_Stemmed;sentimen
jikjin on daebak kpop anjay sur ternyata banyak juga fans disini;[jikjin, on, daebak, kpop, anjay, sur, ternyata, banyak, juga, fans, disini];[jikjin, on, daebak, kpop, anjay, sur, ternyata, banyak, juga, fan, disini];[jikjin, on, daebak, kpop, anjay, sur, fan];[jikjin, on, daebak, kpop, anjay, sur, fan];positif
iyaya wkwkwkwk kayanya terakhir kali bawa konser tuh trejo bukan siih belakangan kpop yg bawa kl bkn dyandra ya ime;[iyaya, wkwkwkwk, kayanya, terakhir, kali, bawa, konser, tuh, trejo, bukan, siih, belakangan, kpop, yg, bawa, kl, bkn, dyandra, ya, ime];[iya, kayanya, terakhir, kali, bawa, konser, tuh, trejo, bukan, sih, belakangan, kpop, yang, bawa, kalau, bukan, dyandra, iya, ime];[iya, kayanya, kali, bawa, konser, tuh, trejo, sih, kpop, bawa, dyandra, iya, ime];[iya, kaya, kali, bawa, konser, tuh, trejo, sih, kpop, bawa, dyandra, iya, ime];positif
hobby akuu joged kpop;[hobby, akuu, joged, kpop];[hobby, aku, joget, kpop];[hobby, joget, kpop];[hobby, joget, kpop];positif
temen kantor w aja sampe pda suka suga gra w suka nontonin fancam konser suga di tempat kjakata mereka seru konser ya kyk bukan konser kpop yg laki suka joget centil gtuidol ya jg gk yg sok di imutin gtu penonton ya jg keren kompak;[temen, kantor, w, aja, sampe, pda, suka, suga, gra, w, suka, nontonin, fancam, konser, suga, di, tempat, kjakata, mereka, seru, konser, ya, kyk, bukan, konser, kpop, yg, laki, suka, joget, centil, gtuidol, ya, jg, gk, yg, sok, di, imutin, gtu, penonton, ya, jg, keren, kompak];[teman, kantor, gue, saja, sampai, pada, suka, suga, gra, gue, suka, nontonin, fancam, konser, suga, di, tempat, kjakata, mereka, seru, konser, ya, kayak, bukan, konser, kpop, yang, laki, suka, joget, centil, gtuidol, ya, juga, enggak, yang, sok, di, imutin, begitu, penonton, ya, juga, keren, kompak];[teman, kantor, gue, suka, suga, gra, gue, suka, nontonin, fancam, konser, suga, kjakata, seru, konser, ya, kayak, konser, kpop, laki, suka, joget, centil, gtuidol, ya, sok, imutin, penonton, ya, keren, kompak];[teman, kantor, gue, suka, suga, gra, gue, suka, nontonin, fancam, konser, suga, kjakata, seru, konser, ya, kayak, konser, kpop, laki, suka, joget, centil, gtuidol, ya, sok, imutin, tonton, ya, keren, kompak];positif
temen gue dulunya gasuka kpop terus putus sama pacarnya langsung jadi carat biasnya wonwoo;[temen, gue, dulunya, gasuka, kpop, terus, putus, sama, pacarnya, langsung, jadi, carat, biasnya, wonwoo];[teman, gue, dulunya, enggak, suka, kpop, terus, putus, sama, pacarnya, langsung, jadi, carat, biasnya, wonwoo];[teman, gue, dulunya, enggak, suka, kpop, putus, pacarnya, langsung, carat, biasnya, wonwoo];[teman, gue, dulunya, enggak, suka, kpop, putus, pacar, langsung, carat, bias, wonwoo];positif
sejujurnya aku jarang streaming kpop di spotify;[sejujurnya, aku, jarang, streaming, kpop, di, spotify];[sejujurnya, aku, jarang, streaming, kpop, di, spotify];[sejujurnya, jarang, streaming, kpop, spotify];[jujur, jarang, streaming, kpop, spotify];negatif
i mean kayak jarang banget ga sih idol kpop yang mention batam;[i, mean, kayak, jarang, banget, ga, sih, idol, kpop, yang, mention, batam];[i, mean, kayak, jarang, banget, enggak, sih, idol, kpop, yang, mention, batam];[i, mean, kayak, jarang, banget, sih, idol, kpop, mention, batam];[i, mean, kayak, jarang, banget, sih, idol, kpop, mention, batam];negatif
mau jual merchandise kpop tp ga ada partner bisnis hw;[mau, jual, merchandise, kpop, tp, ga, ada, partner, bisnis, hw];[mau, jual, merchandise, kpop, tapi, enggak, ada, partner, bisnis, hw];[jual, merchandise, kpop, partner, bisnis, hw];[jual, merchandise, kpop, partner, bisnis, hw];netral
jennie itu worst idol in kpop ga profesional gitu tampil sama fansnya yg fanatik di asia tenggara malah jadi pemalas wkwkwk;[jennie, itu, worst, idol, in, kpop, ga, profesional, gitu, tampil, sama, fansnya, yg, fanatik, di, asia, tenggara, malah, jadi, pemalas, wkwkwk];[jennie, itu, worst, idol, ini, kpop, enggak, profesional, begitu, tampil, sama, fansnya, yang, fanatik, di, asia, tenggara, malah, jadi, pemalas, wkwkwk];[jennie, worst, idol, kpop, profesional, tampil, fansnya, fanatik, asia, tenggara, pemalas];[jennie, worst, idol, kpop, profesional, tampil, fansnya, fanatik, asia, tenggara, malas];negatif
cowo kpop dan cowo gepeeng;[cowo, kpop, dan, cowo, gepeeng];[cowok, kpop, dan, cowok, gepeng];[cowok, kpop, cowok, gepeng];[cowok, kpop, cowok, gepeng];netral
wah nemu dimana tuh tentang kpop;[wah, nemu, dimana, tuh, tentang, kpop];[wah, nemu, dimana, tuh, tentang, kpop];[nemu, dimana, tuh, kpop];[nemu, mana, tuh, kpop];netral
kpop dakh;[kpop, dakh];[kpop, dakh];[kpop, dakh];[kpop, dakh];netral
kayak lihat fans kpop debat;[kayak, lihat, fans, kpop, debat];[kayak, lihat, fan, kpop, debat];[kayak, lihat, fan, kpop, debat];[kayak, lihat, fan, kpop, debat];negatif
kpop ni kalau nak tenang tenang takyah ada bias or pilih je bias yang selalu dapat spotlight;[kpop, ni, kalau, nak, tenang, tenang, takyah, ada, bias, or, pilih, je, bias, yang, selalu, dapat, spotlight];[kpop, ini, kalau, nak, tenang, tenang, takyah, ada, bias, orang, pilih, je, bias, yang, selalu, dapat, spotlight];[kpop, nak, tenang, tenang, takyah, bias, orang, pilih, je, bias, spotlight];[kpop, nak, tenang, tenang, takyah, bias, orang, pilih, je, bias, spotlight];negatif
ya allah koleb koleb kpop dulu serame dan serandom ini like what happened to kpop nowadays;[ya, allah, koleb, koleb, kpop, dulu, serame, dan, serandom, ini, like, what, happened, to, kpop, nowadays];[ya, allah, koleb, koleb, kpop, dulu, serame, dan, serandom, ini, like, what, happened, tapi, kpop, nowadays];[ya, allah, koleb, koleb, kpop, serame, serandom, like, what, happened, kpop, nowadays];[ya, allah, koleb, koleb, kpop, serame, serandom, like, what, happened, kpop, nowadays];negatif
ngapain bahaya kan nyebut data dipoal umum kpop juga kek gini kok captionnya;[ngapain, bahaya, kan, nyebut, data, dipoal, umum, kpop, juga, kek, gini, kok, captionnya];[mengapai, bahaya, kan, nyebut, data, dipoal, umum, kpop, juga, kayak, begini, kok, captionnya];[mengapai, bahaya, nyebut, data, dipoal, kpop, kayak, captionnya];[kapai, bahaya, nyebut, data, poal, kpop, kayak, captionnya];negatif
kpop bener bener diluar nalar cipung digendong doyoung;[kpopbener, bener, diluar, nalar, cipung, digendong, doyoung];[kpop, bener, benar, diluar, nalar, cipung, digendong, doyoung];[kpop, bener, diluar, nalar, cipung, digendong, doyoung];[kpop, bener, luar, nalar, cipung, gendong, doyoung];positif
seventeen kpop kan bukan seventeen punya ivan;[seventeen, kpop, kan, bukan, seventeen, punya, ivan];[seventeen, kpop, kan, bukan, seventeen, punya, ivan];[seventeen, kpop, seventeen, ivan];[seventeen, kpop, seventeen, ivan];netral
wkwkkwkwwk basically kpop;[wkwkkwkwwk, basically, kpop];[wkwkkwkwwk, basically, kpop];[basically, kpop];[basically, kpop];netral
hehh sehat nomor kpop nomor jangan dibalik ayo cevat minum obat odi;[hehh, sehat, nomorkpop, nomorjangan, dibalik, ayo, cevat, minum, obat, odi];[eh, sehat, nomor, kpop, nomor, jangan, dibalik, ayo, cepat, minum, obat, odi];[eh, sehat, nomor, kpop, nomor, jangan, dibalik, ayo, cepat, minum, obat, odi];[sehat, nomor, kpop, nomor, jangan, balik, ayo, cepat, minum, obat, odi];negatif
base ini kok sering ngurus kpop jugasi sekarang;[base, ini, kok, sering, ngurus, kpop, jugasi, sekarang];[base, ini, kok, sering, mengurus, kpop, jugasi, sekarang];[base, mengurus, kpop, jugasi];[base, urus, kpop, juga];negatif
br td siang gw mau rehat dr kpop tp tnyt susah;[br, td, siang, gw, mau, rehat, dr, kpop, tp, tnyt, susah];[baru, tadi, siang, gue, mau, rehat, dari, kpop, tapi, ternyata, susah];[siang, gue, rehat, kpop, ternyata, susah];[siang, gue, rehat, kpop, ternyata, susah];negatif
bidang it pokoknya trs yg kerjanya fleksibel punya bisnis kpop awkkwkw;[bidang, it, pokoknya, trs, yg, kerjanya, fleksibel, punya, bisnis, kpop, awkkwkw];[bidang, itu, pokoknya, terus, yang, kerjanya, fleksibel, punya, bisnis, kpop, awkkwkw];[bidang, pokoknya, kerjanya, fleksibel, bisnis, kpop];[bidang, pokok, kerja, fleksibel, bisnis, kpop];netral
fans keluarga halilintr lebih ganas dari fans kpop cui;[fans, keluarga, halilintr, lebih, ganas, dari, fans, kpop, cui];[fan, keluarga, halilintr, lebih, ganas, dari, fan, kpop, cui];[fan, keluarga, halilintr, ganas, fan, kpop, cui];[fan, keluarga, halilintr, ganas, fan, kpop, cui];negatif
tiba kepikiran album kpop dirumah takut dimakan rayapppp;[tiba, kepikiran, album, kpop, dirumah, takut, dimakan, rayapppp];[tiba, kepikiran, album, kpop, dirumah, takut, dimakan, rayap];[kepikiran, album, kpop, dirumah, takut, dimakan, rayap];[pikir, album, kpop, rumah, takut, makan, rayap];positif
btw acc ini isisnya gado gado bgt kadang bahas kpop kdrama film buku masalah idup bahas masalah org dan aku juga suka jbjb jadi maaf ya kalo gak suka dan agak sksd;[btw, acc, ini, isisnya, gado, gado, bgt, kadang, bahas, kpop, kdrama, film, buku, masalah, idup, bahas, masalah, org, dan, aku, juga, suka, jbjb, jadi, maaf, ya, kalo, gak, suka, dan, agak, sksd];[btw, acc, ini, isisnya, gado, gado, banget, kadang, bahas, kpop, kdrama, film, buku, masalah, hidup, bahas, masalah, orang, dan, aku, juga, suka, jbjb, jadi, maaf, iya, kalo, enggak, suka, dan, agak, sksd];[btw, acc, isisnya, gado, gado, banget, kadang, bahas, kpop, kdrama, film, buku, masalah, hidup, bahas, orang, suka, jbjb, maaf, iya, kalo, suka, sksd];[btw, acc, isis, gado, gado, banget, kadang, bahas, kpop, kdrama, film, buku, masalah, hidup, bahas, orang, suka, jbjb, maaf, iya, kalo, suka, sksd];positif
nge kpop gw jarang karna gila tugas riset manusia kuat itu manusia yang ambil dosen paling ditakutin dan ujian di ruangan dia;[nge, kpop, gw, jarang, karna, gila, tugas, riset, manusia, kuat, itu, manusia, yang, ambil, dosen, paling, ditakutin, dan, ujian, di, ruangan, dia];[nge, kpop, gue, jarang, karena, gila, tugas, riset, manusia, kuat, itu, manusia, yang, ambil, dosen, paling, ditakutin, dan, ujian, di, ruangan, dia];[nge, kpop, gue, jarang, gila, tugas, riset, manusia, kuat, manusia, ambil, dosen, paling, ditakutin, ujian, ruangan];[nge, kpop, gue, jarang, gila, tugas, riset, manusia, kuat, manusia, ambil, dosen, paling, takut, uji, ruang];negatif
sumpah gue tau kpop idol gen skrg tuh pada jago bikin tiktok tapi cravity kyk is on the next level anjir kek liat aja tuh tiktoknya et dah;[sumpah, gue, tau, kpop, idol, gen, skrg, tuh, pada, jago, bikin, tiktok, tapi, cravity, kyk, is, on, the, next, level, anjir, kek, liat, aja, tuh, tiktoknya, et, dah];[sumpah, gue, tau, kpop, idol, gen, sekarang, tuh, pada, jago, bikin, tiktok, tapi, cravity, kayak, is, on, the, next, level, anjir, kayak, lihat, saja, tuh, tiktoknya, et, deh];[sumpah, gue, tau, kpop, idol, gen, sekarang, tuh, jago, bikin, tiktok, cravity, kayak, is, on, the, next, level, anjir, kayak, lihat, tuh, tiktoknya];[sumpah, gue, tau, kpop, idol, gen, sekarang, tuh, jago, bikin, tiktok, cravity, kayak, is, on, the, next, level, anjir, kayak, lihat, tuh, tiktoknya];positif
berai aku dibawah cowo kpop oh gt;[berai, aku, dibawah, cowo, kpop, oh, gt];[berai, aku, dibawah, cowok, kpop, oh, begitu];[berai, dibawah, cowok, kpop, oh];[berai, bawah, cowok, kpop, oh];netral
ohoho pinguin bareng kuning n waijiga lama pasti kiwi n celana jeans nyusul undang idol kpop juga;[ohoho, pinguin, bareng, kuning, n, waijiga, lama, pasti, kiwi, n, celana, jeans, nyusul, undang, idol, kpop, juga];[ohoho, pinguin, bareng, kuning, dan, waijiga, lama, pasti, kiwi, n, celana, jeans, menyusul, undang, idol, kpop, juga];[pinguin, bareng, kuning, dan, waijiga, kiwi, n, celana, jeans, menyusul, undang, idol, kpop];[pinguin, bareng, kuning, dan, waijiga, kiwi, n, celana, jeans, susul, undang, idol, kpop];netral
selama ngestan grup kpop baru kali ini liat jepretan fansite buat reality show dan sebanyak inii biasanya tuh c;[selama, ngestan, grup, kpop, baru, kali, ini, liat, jepretan, fansite, buat, reality, show, dan, sebanyak, inii, biasanya, tuh, c];[selama, ngestan, grup, kpop, baru, kali, ini, lihat, jepretan, fansite, buat, reality, show, dan, sebanyak, ini, biasanya, tuh, sih];[ngestan, grup, kpop, kali, lihat, jepretan, fansite, reality, show, tuh, sih];[ngestan, grup, kpop, kali, lihat, jepret, fansite, reality, show, tuh, sih];positif
temenku yang cowok dan gak tau kpop ngira wonu beneran pacarku;[temenku, yang, cowok, dan, gak, tau, kpop, ngira, wonu, beneran, pacarku];[temenku, yang, cowok, dan, enggak, tau, kpop, ngira, wonu, benaran, pacarku];[temenku, cowok, tau, kpop, ngira, wonu, benaran, pacarku];[temenku, cowok, tau, kpop, ngira, wonu, benar, pacar];positif
waaah nemu dimana tuh kpop umur segitu;[waaah, nemu, dimana, tuh, kpop, umur, segitu];[wah, nemu, dimana, tuh, kpop, umur, segitu];[wah, nemu, dimana, tuh, kpop, umur, segitu];[wah, nemu, mana, tuh, kpop, umur, segitu];netral
tadi temen gue nanya gini lo udah ga gitu banget lagi ya sama kpop sama jungkook jga gue jawab gue skrg ngehype in private dan selama nya jungkook bakal selalu jadi bias gue dan bangtan bakal jadi salah satu tempat healing terbaik kalo dunia lagi g baik baik aj;[tadi, temen, gue, nanya, gini, lo, udah, ga, gitu, banget, lagi, ya, sama, kpop, sama, jungkook, jga, gue, jawab, gue, skrg, ngehype, in, private, dan, selama, nya, jungkook, bakal, selalu, jadi, bias, gue, dan, bangtan, bakal, jadi, salah, satu, tempat, healing, terbaik, kalo, dunia, lagi, g, baik, baik, aj];[tadi, teman, gue, tanya, begini, lo, sudah, enggak, begitu, banget, lagi, iya, sama, kpop, sama, jungkook, juga, gue, jawab, gue, sekarang, ngehype, ini, private, dan, selama, nya, jungkook, bakal, selalu, jadi, bias, gue, dan, bangtan, bakal, jadi, salah, satu, tempat, healing, terbaik, kalo, dunia, lagi, enggak, baik, baik, saja];[teman, gue, lo, banget, iya, kpop, jungkook, gue, gue, ngehype, private, nya, jungkook, bias, gue, bangtan, salah, healing, terbaik, kalo, dunia];[teman, gue, lo, banget, iya, kpop, jungkook, gue, gue, ngehype, private, nya, jungkook, bias, gue, bangtan, salah, healing, baik, kalo, dunia];positif
anjassss monek topn only kpop wkwkwk;[anjassss, monek, topn, only, kpop, wkwkwk];[anjassss, monek, topn, only, kpop, wkwkwk];[anjassss, monek, topn, only, kpop];[anjassss, monek, topn, only, kpop];netral
tapi sidang belum jelas kapan ya allah baru juga kelar video dan laporan ta langsung pusingin kpop aja bocah ini;[tapi, sidang, belum, jelas, kapan, ya, allah, baru, juga, kelar, video, dan, laporan, ta, langsung, pusingin, kpop, aja, bocah, ini];[tapi, sidang, belum, jelas, kapan, ya, allah, baru, juga, kelar, video, dan, laporan, ta, langsung, pusingin, kpop, saja, bocah, ini];[sidang, ya, allah, kelar, video, laporan, ta, langsung, pusingin, kpop, bocah];[sidang, ya, allah, kelar, video, lapor, ta, langsung, pusingin, kpop, bocah];negatif
yaalllah beneran zah kpop aneh bgt;[yaalllah, beneran, zah, kpop, aneh, bgt];[yaallah, benaran, zah, kpop, aneh, banget];[yaallah, benaran, kpop, aneh, banget];[yaallah, benar, kpop, aneh, banget];negatif
sbenarnya aku org yg gapeduli sama teori yg ada di mv kpop tp tp tp klo vidionya bagus penasaran jg sama maksud dn tujuan cerita di vidio wkwk;[sbenarnya, aku, org, yg, gapeduli, sama, teori, yg, ada, di, mv, kpop, tp, tp, tp, klo, vidionya, bagus, penasaran, jg, sama, maksud, dn, tujuan, cerita, di, vidio, wkwk];[sebenarnya, aku, orang, yang, gapeduli, sama, teori, yang, ada, di, mv, kpop, tapi, tapi, tapi, kalo, vidionya, bagus, penasaran, juga, sama, maksud, dan, tujuan, cerita, di, vidio, wkwk];[sebenarnya, orang, gapeduli, teori, mv, kpop, kalo, vidionya, bagus, penasaran, maksud, tujuan, cerita, vidio];[benar, orang, gapeduli, teori, mv, kpop, kalo, vidionya, bagus, penasaran, maksud, tuju, cerita, vidio];positif
perghhh dah macam kpop idol dah kau;[perghhh, dah, macam, kpop, idol, dah, kau];[perghhh, deh, macam, kpop, idol, deh, kau];[perghhh, deh, kpop, idol, deh, kau];[perghhh, deh, kpop, idol, deh, kau];negatif
kek anjir pusing banget cowok kpop gw banyak banget;[kek, anjir, pusing, banget, cowok, kpop, gw, banyak, banget];[kayak, anjir, pusing, banget, cowok, kpop, gue, banyak, banget];[kayak, anjir, pusing, banget, cowok, kpop, gue, banget];[kayak, anjir, pusing, banget, cowok, kpop, gue, banget];negatif
gua pikir cowo kpop yg lu omongin;[gua, pikir, cowo, kpop, yg, lu, omongin];[gue, pikir, cowok, kpop, yang, lu, mengomongkan];[gue, pikir, cowok, kpop, lu, mengomongkan];[gue, pikir, cowok, kpop, lu, omong];netral
maaf gaada fcv soalnya aku blum buaat ayo temenan sama aku nanti bonusnya bisa liat orang gila ngetweet hehe aku ngikutin mcu dan aku suka meong bangett terus aku juga suka kpop ayo pls temenan;[maaf, gaada, fcv, soalnya, aku, blum, buaat, ayo, temenan, sama, aku, nanti, bonusnya, bisa, liat, orang, gila, ngetweet, hehe, aku, ngikutin, mcu, dan, aku, suka, meong, bangett, terus, aku, juga, suka, kpop, ayo, pls, temenan];[maaf, enggak ada, fcv, soalnya, aku, belum, buat, ayo, berteman, sama, aku, nanti, bonusnya, bisa, lihat, orang, gila, ngetweet, hehe, aku, mengikuti, mcu, dan, aku, suka, meong, banget, terus, aku, juga, suka, kpop, ayo, pls, berteman];[maaf, enggak ada, fcv, buat, ayo, berteman, bonusnya, lihat, orang, gila, ngetweet, hehe, mengikuti, mcu, suka, meong, banget, suka, kpop, ayo, berteman];[maaf, enggak ada, fcv, buat, ayo, teman, bonus, lihat, orang, gila, ngetweet, hehe, ikut, mcu, suka, meong, banget, suka, kpop, ayo, teman];negatif
gw digipack sama pb masih inget klo yg smmini gatau itu yg gimana dah lama ga beli album kpop;[gw, digipack, sama, pb, masih, inget, klo, yg, smmini, gatau, itu, yg, gimana, dah, lama, ga, beli, album, kpop];[gue, digipack, sama, pb, masih, ingat, kalo, yang, smmini, enggak tau, itu, yang, bagaimana, deh, lama, enggak, beli, album, kpop];[gue, digipack, pb, kalo, smmini, enggak tau, deh, beli, album, kpop];[gue, digipack, pb, kalo, smmini, enggak tau, deh, beli, album, kpop];negatif
padahal fans tiongkok tuh fanatik banget jadi ya sebenernya pasar kpop disana gede banget;[padahal, fans, tiongkok, tuh, fanatik, banget, jadi, ya, sebenernya, pasar, kpop, disana, gede, banget];[padahal, fan, tiongkok, tuh, fanatik, banget, jadi, ya, sebenarnya, pasar, kpop, disana, gede, banget];[fan, tiongkok, tuh, fanatik, banget, ya, pasar, kpop, disana, gede, banget];[fan, tiongkok, tuh, fanatik, banget, ya, pasar, kpop, sana, gede, banget];positif
aminnnnn yahh ulpeh btw rencanajuni mo nobar ulp bukannya acara yg noraebang kpop siantar juga tgl segitu;[aminnnnn, yahh, ulpeh, btw, rencanajuni, mo, nobar, ulp, bukannya, acara, yg, noraebang, kpop, siantar, juga, tgl, segitu];[amin, iya, ulpeh, btw, rencanajuni, mau, menonton bareng, ulp, bukannya, acara, yang, noraebang, kpop, siantar, juga, tanggal, segitu];[amin, iya, ulpeh, btw, rencanajuni, menonton bareng, acara, noraebang, kpop, siantar, tanggal, segitu];[amin, iya, ulpeh, btw, rencanajuni, tonton bareng, acara, noraebang, kpop, siantar, tanggal, segitu];netral
sbb hani yolah layan kpop juga;[sbb, hani, yolah, layan, kpop, juga];[sebab, hani, yolah, layan, kpop, juga];[hani, yolah, layan, kpop];[hani, yolah, layan, kpop];netral
orang dok cakap pasal plastic surgery jek kalau sebut kpop idol ni tapi tau tak a little botox and filler in a right amount and place pun boleh accentuate feature wajah someone tak peu surgery pun;[orang, dok, cakap, pasal, plastic, surgery, jek, kalau, sebut, kpop, idol, ni, tapi, tau, tak, a, little, botox, and, filler, in, a, right, amount, and, place, pun, boleh, accentuate, feature, wajah, someone, tak, peu, surgery, pun];[orang, dok, cakap, pasal, plastic, surgery, jek, kalau, sebut, kpop, idol, ini, tapi, tau, tak, a, little, botox, and, filler, ini, a, right, amount, and, place, pun, boleh, accentuate, feature, wajah, someone, tak, peu, surgery, pun];[orang, dok, cakap, pasal, plastic, surgery, jek, kpop, idol, tau, a, little, botox, and, filler, a, right, amount, and, place, accentuate, feature, wajah, someone, peu, surgery];[orang, dok, cakap, pasal, plastic, surgery, jek, kpop, idol, tau, a, little, botox, and, filler, a, right, amount, and, place, accentuate, feature, wajah, someone, peu, surgery];negatif
aku rasa kan ig xiaoceira tu aku hrg dah guna sbb byk update cf kat main acc so that’s why kita demove evryone lah sbb i want to keep that ig as kpop things only to meexcept hani;[aku, rasa, kan, ig, xiaoceira, tu, aku, hrg, dah, guna, sbb, byk, update, cf, kat, main, acc, so, that, s, why, kita, demove, evryone, lah, sbb, i, want, to, keep, that, ig, as, kpop, things, only, to, meexcept, hani];[aku, rasa, kan, ig, xiaoceira, itu, aku, harga, deh, guna, sebab, banyak, update, cf, kat, main, acc, sok, that, si, why, kita, demove, evryone, lah, sebab, i, want, tapi, keep, that, ig, as, kpop, things, only, tapi, meexcept, hani];[ig, xiaoceira, harga, deh, guna, sebab, update, cf, kat, main, acc, sok, that, si, why, demove, evryone, i, want, keep, that, ig, as, kpop, things, only, meexcept, hani];[ig, xiaoceira, harga, deh, guna, sebab, update, cf, kat, main, acc, sok, that, si, why, demove, evryone, i, want, keep, that, ig, as, kpop, things, only, meexcept, hani];negatif
kagett kok boleh ya kpop ke china tp gpp ahkirnya;[kagett, kok, boleh, ya, kpop, ke, china, tp, gpp, ahkirnya];[kaget, kok, boleh, iya, kpop, ke, china, tapi, enggak apa-apa, akhirnya];[kaget, iya, kpop, china, tapi, enggak apa-apa, akhirnya];[kaget, iya, kpop, china, tapi, enggak apa, akhir];positif
aqu or cwo kpop mu;[aqu, or, cwo, kpop, mu];[aku, orang, cowok, kpop, kamu];[orang, cowok, kpop, kamu];[orang, cowok, kpop, kamu];netral
mls kpop an lagi;[mls, kpop, an, lagi];[malas, kpop, an, lagi];[malas, kpop, an];[malas, kpop, an];negatif
hiatus kpop welcome cpop ini mah;[hiatus, kpop, welcome, cpop, ini, mah];[hiatus, kpop, welcome, cpop, ini, mah];[hiatus, kpop, welcome, cpop, mah];[hiatus, kpop, welcome, cpop, mah];negatif
anjay banyak yang nge hate si jemang kalo konser tuh kayak males bngt joget padahal kan itu indentitas aslinya sebagai ais kpop jujuy si l sih lebih better karna diajoget sama nyanyi nya selalu full poweremang asia tenggara mah beda;[anjay, banyak, yang, nge, hate, si, jemang, kalo, konser, tuh, kayak, males, bngt, joget, padahal, kan, itu, indentitas, aslinya, sebagai, ais, kpop, jujuy, si, l, sih, lebih, better, karna, diajoget, sama, nyanyi, nya, selalu, full, poweremang, asia, tenggara, mah, beda];[anjay, banyak, yang, nge, hate, sih, jemang, kalo, konser, tuh, kayak, malas, banget, joget, padahal, kan, itu, indentitas, aslinya, sebagai, artis, kpop, jujuy, sih, l, sih, lebih, better, karena, dia, joget, sama, nyanyi, nya, selalu, full, poweremang, asia, tenggara, mah, beda];[anjay, nge, hate, sih, jemang, kalo, konser, tuh, kayak, malas, banget, joget, indentitas, aslinya, artis, kpop, jujuy, sih, l, sih, better, joget, nyanyi, nya, full, poweremang, asia, tenggara, mah, beda];[anjay, nge, hate, sih, jemang, kalo, konser, tuh, kayak, malas, banget, joget, indentitas, asli, artis, kpop, jujuy, sih, l, sih, better, joget, nyanyi, nya, full, poweremang, asia, tenggara, mah, beda];negatif
punya pacar serius nder gue perlahan ninggalin kpop itu diakhir pas gue punya pacar dan sayang sm cowok;[punya, pacar, serius, nder, gue, perlahan, ninggalin, kpop, itu, diakhir, pas, gue, punya, pacar, dan, sayang, sm, cowok];[punya, pacar, serius, nder, gue, perlahan, meninggalkan, kpop, itu, diakhir, pas, gue, punya, pacar, dan, sayang, sama, cowok];[pacar, serius, nder, gue, perlahan, meninggalkan, kpop, diakhir, pas, gue, pacar, sayang, cowok];[pacar, serius, nder, gue, perlahan, tinggal, kpop, diakhir, pas, gue, pacar, sayang, cowok];negatif
hai akunnya keluar jadi aku gak bisa login lagi jadi pindah ke akun yaa lets be;[hai, akunnya, keluar, jadi, aku, gak, bisa, login, lagi, jadi, pindah, ke, akun, yaa, lets, be];[hai, akunnya, keluar, jadi, aku, enggak, bisa, login, lagi, jadi, pindah, ke, akun, iya, lets, be];[hai, akunnya, login, pindah, akun, iya, lets, be];[hai, akun, login, pindah, akun, iya, lets, be];netral
non kpop relatedsekadar meluahkanisi hati baru rasa apa kitorang rasa masa jerebu ;[non, kpop, relatedsekadar, meluahkanisi, hati, baru, rasa, apa, kitorang, rasa, masa, jerebu, ];[non, kpop, related, sekadar, meluahkan, isi, hati, baru, rasa, apa, kit, orang, rasa, masa, jerebu, ];[non, kpop, related, sekadar, meluahkan, isi, hati, kit, orang, jerebu];[non, kpop, related, sekadar, meluahkan, isi, hati, kit, orang, jerebu];negatif
aku bisaa nder bisa juga jadi admin packing ntar shopeeku juga udah freeong udah pernah packing pc kpop juga sebelumnya;[aku, bisaa, nder, bisa, juga, jadi, admin, packing, ntar, shopeeku, juga, udah, freeong, udah, pernah, packing, pc, kpop, juga, sebelumnya];[aku, bisa, nder, bisa, juga, jadi, admin, packing, entar, shopeeku, juga, sudah, freeong, sudah, pernah, packing, pc, kpop, juga, sebelumnya];[nder, admin, packing, entar, shopeeku, freeong, packing, pc, kpop];[nder, admin, pack, entar, shopeeku, freeong, packing, pc, kpop];netral
hoalaaah tapi iya sih nonton io bisa next year juga kalau kpop conce gak mesti ada gitu jg gak pemikirannya haha;[hoalaaah, tapi, iya, sih, nonton, io, bisa, next, year, juga, kalau, kpop, conce, gak, mesti, ada, gitu, jg, gak, pemikirannya, haha];[hoalaaah, tapi, iya, sih, menonton, io, bisa, next, year, juga, kalau, kpop, conce, enggak, pasti, ada, begitu, juga, enggak, pemikirannya, haha];[tapi, iya, sih, menonton, io, next, year, kpop, conce, pasti, pemikirannya, haha];[tapi, iya, sih, tonton, io, next, year, kpop, conce, pasti, pikir, haha];netral
kpop yang bahkan ga gue stan tapi jadi mood boster banget;[kpop, yang, bahkan, ga, gue, stan, tapi, jadi, mood, boster, banget];[kpop, yang, bahkan, enggak, gue, stan, tapi, jadi, mood, boster, banget];[kpop, gue, stan, mood, boster, banget];[kpop, gue, stan, mood, boster, banget];positif
web nya bukan web kpop gt;[web, nya, bukan, web, kpop, gt];[web, nya, bukan, web, kpop, begitu];[web, nya, web, kpop];[web, nya, web, kpop];netral
w baru bisa beli merch kpop lagi bskgapapa semangat aku;[w, baru, bisa, beli, merch, kpop, lagi, bskgapapa, semangat, aku];[gue, baru, bisa, beli, merch, kpop, lagi, besok, gapapa, semangat, aku];[gue, beli, merch, kpop, besok, gapapa, semangat];[gue, beli, merch, kpop, besok, gapapa, semangat];positif
